question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
I have a Concur expense report with Report Key: 233122. Can you help me with this?,capability limitation,,Report Key :233122  submitted and pending approval,Valid (capability limitation),
I need help itemizing a business class flight that was over 5 hours. This is related to my expenses as a student. What should I do?,in-scope,,"Put the ""Main cabin"" equivalent in the airfare itemization line and the rest in airfare segregated. Uploaded supporting document for the comparison fare.",Valid,
I'm having trouble with Concur; it isn't working for me.,in-scope,,User was not able to view Concur correctly needed to clear browsing data.,Valid,
"Good morning, I started work last week but I'm still waiting on Concur access, which I need for my role as an Executive Assistant to Dean Marinaccio. I'm receiving an error message when I try to log in. Could you assist me with this? Thank you!",asking for individual status,,Any additional questions please reopen ticket or give us a call. Thank you,Asking for individual status,
"We have a trip that is paid in three parts, and I need to replace one account. Can I change the chartstring for the entire amount that was allocated to the previous account, which includes probably 20 items or more, or do I need to change the allocation for each individual amount?",in-scope,,"Checking th box next to comment on expense report will get all lines selected, hit the allocate tab and make changes on allocation",Valid,
"I am trying to book travel for a guest in Concur, but I can see and select flight information and when I complete the traveler/passenger information, it populates with my information and I cannot edit it. What can I do?",in-scope,,"I have not heard back from you with requested information. I will close this incident but if you are still having an issue, please re-open. and provide information.

Thanks.
",Valid,
I'm looking for guidance on the expense report process that includes personal travel.,in-scope,,User is advised to provide documentation for comparison flights,Valid,
"There is an issue with Concur where CNR0105862 SALEM ARGAW has delegated, but we can't find her in Concur. Could you please help with this?",asking for individual status,,"Catherine,
The delegate should sign in to concur with the payees uni . She can not do this  as non-profiled payee report  type if she is a deleagte
https://travel-expense.finance.columbia.edu/news/how-do-i-create-expense-report-behalf-someone-else
Thanks",Asking for individual status,
I'm experiencing a Concur issue and need assistance resolving it.,in-scope,,"case has been opened. workaround is to refresh the screen, then click the report again.",Valid,
A student was set up as an outside party and needs reimbursement through Concur as a Non-Profiled Payee. Could you assist with this?,in-scope,,"Student was set up as an outside party 0000259422. Reimburse through Concur as a Non-Profiled Payee.
",Valid,
"Hi, I'm working as the temporary assistant to the Comms office at SOA, and I'm unable to access Concur. Every time I enter the code, it says it's incorrect, even though it isn't. Can you help me gain access? Thanks.",asking for individual status,,Please reach out to your DA to submit FSSA for access request,Asking for individual status,
I'm looking for the Concur report for department 8212407. Can you provide assistance?,capability limitation,,Please reach out to the department to confirm the project was budgeted for FY24. Thank you,Valid (capability limitation),
"I need assistance as the initial reviewer for an expense report for UNI skn3. They went on a trip with the SEAS dean and need to charge the expense report to SEAS. Engineering is selected as the admin department, and there are five initial approvers. When the professor submits the report again, should he click the box for Initial Reviewer in order to select Nina?",in-scope,,Engineering selected as Admin Dept and there are five people in engineering who appear as possible Initial Approvers. When the professor submits again he should click in the box for Initial Reviewer and then he should be able to select Nina.,Valid,
I have a question about how to attach additional supporting documents to my expense report.,in-scope,,Assisted user upload additional supporting documents under th manage receipts tab,Valid,
How do I create an expense report for employee rh3198?,in-scope,,"Employee would need to set you up as his delegate so you can ""act as"" him and create the report for him.",Valid,
What do I need to do regarding the attendees for my Concur expenses?,in-scope,,Assisted wit hcreating attendees for group meal,Valid,
I need to know how to reimburse student dss2181 and handle foreign transaction fees on my card statement. I've found a non-profiled payee in Concur for them.,in-scope,,"1. Student UNI: dss2181 - located non-profiled payee in Concur

2. foreign transaction fees can be reimbursed as long as dept oks this",Valid,
I noticed there are red alerts on all the meal items in my Concur report. Can someone help me with this?,in-scope,,Please reopen if you need further assistance.  Thank you.,Valid,
I'm encountering an error with SAP Concur. This is the second incident request I've made because I keep getting an error message when processing my request. The message says to contact the Company Administrator or Help Desk with a specific correlation ID for assistance. Can someone please call me at 917-929-3125?,capability limitation,,please see email response.,Valid (capability limitation),
I'm trying to find out why my hotel is not listed in Concur. Can someone help?,in-scope,,Select Other and type in Hotel name in the Comments/Justification section.,Valid,
"We need an ARC vendor ID for Mark Cane (mac6), who just received Concur access as a part-time special research scientist. Is this an automatic download from PAC or do I need to provide more information?",in-scope,,Employees get automatic ARC profile once employment document is approved and active PAC profile established,Valid,
"Can someone check the status of UNI ABL7 Report No. E95141F3C11, which totals $836.42 with Report Key 229392?",capability limitation,,No record of this report in Concur.,Valid (capability limitation),
"How do I reconcile a refund on my corporate card for restaurant taxes? The restaurant mistakenly charged taxes, and they are now issuing a credit to my corporate card. How can I reconcile this credit?",in-scope,,yes,Valid,
How can I make payments through Concur via ACH or check?,in-scope,,"Concur payment method is picked up from PAC (Payroll) setup.  If you are receiving your paycheck via ACH you will receive the same way in AP.  But please note that each employee have the option to change their default AP Reimbursement payment method in PAC, so this can change.",Valid,
"Hello, I am the delegate for Pamela Guardia. We have a charge on 9/13/23 for $1180, but it appears to be the same charge twice. Can you help me with this? According to our finance director, we already paid Joanne Bernardi's expenses in November. We only booked a hotel for her for these dates—why do we have the same charge twice for her? The report keys are 224475 and 232449.",asking for individual status,,please identify correct support doc base on Folio number.,Asking for individual status,
"I need help with a check deposit in the amount of $21,519.30. Can someone assist me?",in-scope,,"Hello, 

We have not heard back from you for several days now and the Service Center has marked the incident as resolved. If you do not feel this issue was resolved, please re-open this incident for further assistance.

Thank You.
",Valid,
"Were the reports reconciled correctly? I want to verify that funds will not be paid out to abL7 for the following reports, as they were reconciliations and not reimbursements: Q79WEP, PH8CWS, and Q8BV3D.",capability limitation,,I can confirm that all reports reflect $0 due to the employee. AP will audit and if they need anything further they will request it.,Valid (capability limitation),
What is the Supplier ID 0000259803 for reimbursement? Can someone clarify this for me?,in-scope,,All business expense reimbursements are processed throughg concur,Valid,
"This report has been pending cost object approval. Could you please let me know whose queue it is in for approval? Unfortunately, the Audit Trail doesn't show the name. Thank you!",capability limitation,,"Report is pending Trofin, Mirela N (mnt1) approval. Thank you",Valid (capability limitation),
Why is UR011661 not available through Concur? Can I get assistance with this?,in-scope,,"Concur only carries projects with valid fiscal year budget
Department is directed to enter FY24 budget for project UR011661
",Valid,
What can you tell me about report key 232595 uni mh3705? I'm looking for information on it.,capability limitation,,"Report key 232595   for uni mh3705
Pendin supervisor approval",Valid (capability limitation),
I need information about Concur travel. Can you help?,in-scope,,Comparison will need to be uploaded. Any additional questions let us know. Thank you,Valid,
"I am a Ph.D. student who has received approval for a Concur profile, but the department approvers are not listed for me to submit reports. Can someone manually add department heads to streamline my reimbursements since I travel frequently? I need Jack Tomaselli, Chantal Khadi-Smith, and Ashley Liz to be approvers for my expense reports, requests, submissions, and reviews.",asking for individual status,,"The issue may be the Admin Department in the header for the student's reports since the Admin Department determines who the report routes to at the first step of approval. The Admin Department is currently 5201101, different from the Chartstring Dept 5217104. If the student updates the division, sub-division, and admin department on the report (see attached) so that the Admin Department is also 5217104, then you and Chantal would be possible Initial Reviewers (and Jack will be the Financial Approver).",Asking for individual status,
I need assistance with a travel arranger job aid.,in-scope,,"Job aids below""

https://travel-expense.finance.columbia.edu/content/video-travel-arrangers

https://www.finance.columbia.edu/content/travel-arrangers-submitting-expense-reports
Thanks",Valid,
"Hi team, I want to follow up on Esther Akwii, who received a notification to reconcile an outstanding advance. She already reconciled it last week. Can someone check if it's just a timing issue with the report? The start date is 9/15/2023, and the request total is 2,676.00 USD.",asking for individual status,,"Hi Anna,
Based on expense report 209484, i've closed cash advance 4L7X. She should no longer receive notifications.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Asking for individual status,
"When booking flights for a guest speaker through Concur, am I allowed to also book additional dates that include their personal travel, as long as I provide a comparison flight?",in-scope,,"Extending Travel beyond the Minimum Days Required for Personal Reasons                                                     
The costs related to an earlier departure and/or later return for airfare or rail fare may be reimbursed when the total cost of the airfare or rail fare is clearly documented and demonstrated to be equal to or lower than it would have been for the dates required for business travel. Payee justification is required on the Expense Report that documents the personal days in the itinerary.

The University will not assume the cost or reimburse the cost of lodging, local transportation, meals or other costs in excess of the minimum days necessary for travel or conference attendance. If the traveler does not have a legitimate business purpose for expenses (not including air or rail fare) incurred for their extended stay, all costs charged to either the University's Business Travel Account (BTA)/Air/Rail Central Pay Account or Travel & Expense Corporate Card will need to be reimbursed to the University.  Out of pocket expenses will also not be reimbursed to the traveler.
 

Documentation Required                              

If air or rail expenses related to an earlier departure and/or later return are being reimbursed, the total cost of airfare or rail fare should be compared to the costs for traveling on the dates required for business travel. Documentation should include a price quote from either the air carrier and/ or rail carrier for the dates that would have been used if the travel was not extended. All documentation requirements for the specific expenditure type apply.

Go to Travel Expense Policy - https://universitypolicies.columbia.edu/content/travel-expense-policy",Valid,
How do I access the reports from the last 90 days in Concur?,in-scope,,"There was an update this weekend that caused the issue with ARC access. Please have your colleague clear their cache, instructions found here: https://www.cuit.columbia.edu/clear-cache.
If the problem persists, please let me know.",Valid,
I have an expense report with Report Key: 227427. Can I get help with it?,capability limitation,,Hotel lodgingcan not be reimbursed before the trip end date,Valid (capability limitation),
"My Concur email still isn't letting me upload receipts. I'm following up on an incident that was closed, but I still need help with this issue.",in-scope,,"Hi Richard,
I was able to attach supports to all the report in Fred's account. my process was, i first upload all the docs to his account, then go into the report and select the PDF thats available in his account. please give it another try, or provide contact number so we can connect if you continue to experience difficulties.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
The department and project combination 6071201 and GT007994 is not showing up in Concur. There is no fiscal year budget for this combination. The department that provided this chartstring needs to review it and provide a different one or add a budget in the Budget Tool.,in-scope,,There is no fiscal year budget for this department/project combination. Department that provided this chartstring needs to look at it again and provide a a different department or project number. If this is the correct department/project combination then they need to add a budget in the Budget Tool for this combination.,Valid,
I need to recall a Concur report UNI MZJ2104 that was approved by FA but has an incorrect chartstring.,in-scope,,"Report recalled and able to edit the chartstring.

Thanks for the update Yesenia!",Valid,
Can someone clarify the Concur process for me?,in-scope,,Request header information from the climate school in order to process report charging their project. Thank you,Valid,
How do I assign a user as their delegate for reimbursement?,in-scope,,Please see attached Job Aid.,Valid,
Why is supplier ID 0000259752 not showing up in Concur?,in-scope,,"Supplier has wire payment  location.
Wire  payment can not be processed through concur",Valid,
I reviewed the report with the user and noticed red alerts in the hotel/lodging itemization. What should I do?,in-scope,,New itemization for  Hotel/Lodging Segregated for hotel over the $350/night threshold.,Valid,
I am having trouble with my access to Concur. Can you assist me?,asking for individual status,,Confirming Concur access. Please reopen ticket if any additional questions. Thank you,Asking for individual status,
Can delegates submit Concur reports after they have been recalled?,in-scope,,"Delegates can prepare, but not submit/resubmit on behalf the payee. 
Reports must be submitted by the payee. ",Valid,
Can you help me with the itemization of lodging for Report Key: 232006?,capability limitation,,Assisted with hotel itemizations,Valid (capability limitation),
I booked a travel ticket using points. Is there anything I need to know?,in-scope,,Reward points used for the cost of business travel ticket is not reimbursable,Valid,
"I had to tweak the per diem for an expense report I submitted, but the system was confusing. Why didn't it calculate the per diem continuously? I need help figuring this out.",in-scope,,Actually sorry I see incident INC2519135 has been opened about this. I will close this incident and respond via INC2519135.,Valid,
I don’t have a CNR # for uni elt2150. What should I do?,in-scope,,Students must enter a local US mailing   address in SSOL to have active ARC profile,Valid,
I’m a student and my profile is not showing up in Concur for reimbursement. What can I do?,in-scope,,Please allow 24 hours for update migration.  Try again on Monday.,Valid,
How do I segregate air fare for business class and personal travel to a different destination?,in-scope,,Assisted user with airfare seregation policy,Indirect Answer,
I noticed that the following grant is not available for us in Concur: Schaefer Scholar UR013225 5211102 01 60925 MS6051. Can you help me with this?,in-scope,,"Only project/department combinations that have a budget will appear in Concur. I don't see that project UR013225 has any budget (even in a department other than 5211102). A budget would need to be added in the Budget Tool for this project/department combination.
",Valid,
What is the payment information for this Concur report dated 11/14/2023 for SHUYAN ZHOU amounting to $415.92?,in-scope,,"You may go to Concur and pull up the report.  Go to Report Details > Report Payment.
Or go to ARC Voucher Inquiry page and search by vendor id or Invoice Id (report key and -R).",Valid,
Why is the Concur CNR not coming up?,in-scope,,Searched for the student selecting either and typing CNR,Indirect Answer,
I need assistance disputing a corporate card charge and have the info via INC2329549. Can you guide me through the process?,in-scope,,Please contact the number on the back of your card ASAP and dispute the charges with Bank of America. The charges will still need to be reconciled; the bank should issue a credit to offset the charges in your account. You do not need to wait for the credits to come in before reconciling the charges in your account.,Valid,
"I have questions about the expense reports for jg12 where itemizations are not equaling expense totals. I updated the amount on the Details tab, but can you assist me further?",in-scope,,Updated the amount on the Details tab so it matched amount on itemizations. Also entered a comment explaining why amounts were different on the receipt and entered in Concur.,Valid,
What is the process for expense reimbursement for Bryan Kutner?,in-scope,,Job aid attached,Valid,
"I am trying to get reimbursement for a non-profile CU student payee named Anne Donohue, but I'm unable to find her name in the system. Can you advise me? Thank you!",in-scope,,"Anne was opted into Concur. This is not the case for most students. Since she is opted in, she is not considered a non-profile payee so you can't submit the report in that way. She'd either have to enter the expenses herself, or assign you as a delegate. As a delegate you can prepare the expense report on her behalf, but she will need to submit it. 
Job aid for adding delegates: https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Profile_Delegates.pdf
Job aid for processing an expense as a delegate: https://travel-expense.finance.columbia.edu/news/how-do-i-create-expense-report-behalf-someone-else",Valid,
Can you provide information on handling Concur relocation expenses?,in-scope,,Processing report for outside party for relocation.,Indirect Answer,
How do I review old reports in Concur?,in-scope,,Attached is jobaid to search for previous submitted reports. Reopen or call us if any additional questions. Thank you,Valid,
"I need help resolving a chartstring error for an ARC voucher (Concur report key 208063) due to a combo error with fields Account/Fund in group NO_SEGR_EX. The hotel charges have been segregated, but the account 66475 is not allowable on the NSF sponsor project GG016341. Can you assist me in understanding how to fix this issue and what caused the segregation? Also, I would like to know about the maximum daily charges for lodging expenses, as this information isn’t provided in the grant solicitation or NOA.",in-scope,,"Hi Varvara,
Please note, Concur actually does not work directly with accounting codes. Payment processing is done in ARC and ARC actually translates 

The ARC payment trans-code for the Concur report actually does not contain accounting code 66475. You can find the details in ARC for invoice 208063-R under tab Invoice Information. The details showed only below accounting Code for for the $1292.29 break down.

66155,65210,65230,65220

Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
How will I receive cash advance or reimbursement payments?,in-scope,,"For employees in PAC this is determined by what info is in their PAC profile. 
I can confirm that her CNR is set up to receive direct deposits. 
Sebabatso  can confirm or change this via her PAC profile. 
Go to PAC
Select Payroll & Compensation
Select AP reimbursements",Valid,
"Can someone help me with the Concur expense for uni rjw2169, Report Key 228097?",in-scope,,Assisted user with hotel itemization,Indirect Answer,
Can you assist me with booking flights for a guest speaker for an upcoming conference in March? The speaker wants to know if they can extend their stay for additional days.,in-scope,,"Extending Travel beyond the Minimum Days Required for Personal Reasons                                                     
The costs related to an earlier departure and/or later return for airfare or rail fare may be reimbursed when the total cost of the airfare or rail fare is clearly documented and demonstrated to be equal to or lower than it would have been for the dates required for business travel. Payee justification is required on the Expense Report that documents the personal days in the itinerary.

The University will not assume the cost or reimburse the cost of lodging, local transportation, meals or other costs in excess of the minimum days necessary for travel or conference attendance. If the traveler does not have a legitimate business purpose for expenses (not including air or rail fare) incurred for their extended stay, all costs charged to either the University's Business Travel Account (BTA)/Air/Rail Central Pay Account or Travel & Expense Corporate Card will need to be reimbursed to the University.  Out of pocket expenses will also not be reimbursed to the traveler.
 
Documentation Required                              

If air or rail expenses related to an earlier departure and/or later return are being reimbursed, the total cost of airfare or rail fare should be compared to the costs for traveling on the dates required for business travel. Documentation should include a price quote from either the air carrier and/ or rail carrier for the dates that would have been used if the travel was not extended. All documentation requirements for the specific expenditure type apply.

See Travel Expense Policy -https://universitypolicies.columbia.edu/content/travel-expense-policy",Valid,
"As the new director of the IACUC office since July 12, 2023, I don’t receive the Concur reimbursement approval requests for my staff. My profile hasn’t been updated to route these requests to me, and I completed all required trainings. What do I need to do to ensure I have the appropriate access and approval privileges for my staff's reimbursement requests? An example to clarify is ar4622.",in-scope,,"The reason this expense report is routing to Dr. Shepherd is that Dr. Shepherd is listed as Alexa's supervisor in PAC. If an employee has a supervisor in PAC and this supervisor has completed their Concur expense training, expense reports will automatically route to the Supervisor at the Supervisor/Initial Reviewer approval level.
In this situation it sounds like it may be appropriate to change the supervisor in PAC for your staff to you rather than Dr. Shepherd. You can discuss this with your local HR department. ",Valid,
"I need an explanation regarding the routing of a Non-Profiled Payee report for Tatiana Krasilnikova (Report Key: 232318). This report was initiated by Christopher Ortiz but routed to Kazue Tomiyama as the initial reviewer when it shouldn’t have. Since the expense isn't charged to a grant, could you clarify why this happened and whether we should retrigger the workflow for proper routing?",in-scope,,"Hi Joshua,
The reason the reports is routing to the Initial Reviewer is because TATIANA does a Concur profile (inactive). For report to skip Initial Reviewer, the ""Vendor Type"" would have to be or have an Outside Party ARC supplier profile.
Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
"What is the workflow for Dean Shi-Fu Chang in Department 521400X? I understand there are some issues selecting approvers, and the ARC security report lists specific approvers and reviewers. Can you provide clarity on how this should work for Dean Chang's Concur reports in both 521400X and 521410X?",in-scope,,"My pleasure. 
Happy holidays to you as well. I will mark this issue as resolved, but should you have any additional questions, please feel free to reopen within 3 days. If it is beyond that timeframe, you can submit another incident or give us a call. ",Solved Offline,
I am having trouble finding the hotel name in Concur. Can someone help me with this issue?,in-scope,,When hotel name does not appear in the options please type other on the field box and type vendor name under comments/justification.,Valid,
I’d like assistance regarding a group meal for 10 attendees. Can someone help me with the expense report for this?,in-scope,,"Group meal with 10 attendees, User will need to list all 10. When is over 10 you don't need to list each attendee individually ",Valid,
Concur won’t let me upload receipt attachments. I’ve been experiencing this issue for the past two days despite signing out and clearing my browser cache. I’ve also tried both FireFox and Google Chrome but nothing has worked. Can someone assist me?,in-scope,,"Hi Ricardo,
I created a test report in your account. it seems to react ok on attachments. Please give it another try.
Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
I need help on how I can dismiss a cash advance on Concur that was not used and has already been submitted back to Columbia via a check.,in-scope,,"Hello,
Your requested information was provided to you in this incident and we have not heard back from you for several days now and the Service Center has marked the incident as resolved. If you do not feel this issue was resolved, please re-open this incident for further assistance.

Thank you.
",Solved Offline,
"I want to know how to set up my delegate in Concur since I understand that it needs to be done by me, the employee.",in-scope,,The only way to do this is for the employee to set up their delegate.,Valid,
Can you tell me about the approver for Anthony Joyles (aj2587) and the Report Key 224982 in Concur?,asking for individual status,,"Report Key :224982
Pendin Financial Approval",Solved Offline,
"I received a notification that some Concur user profile creation requests are being submitted with missing or inaccurate information, including access expiry dates and department details. Can you please update the users to ensure they provide all required information?",asking for individual status,,"sl5110  became employee. missing expiration on temp access template no longer required. Please let me know if additional information is needed.
Kin ",Solved Offline,
"I've followed the job aid for submitting a missing receipt affidavit form for Concur, but the missing receipt option doesn't appear for me. After I removed receipts from the expense, it still doesn't show up. What should I do next?",in-scope,,Missing receipt affidavit is completed by the payee only. Deleates can not perform that action,Valid,
I see that I have reports in Concur that are pending approval. Can you provide guidance on how to move this along?,in-scope,,Please reopen ticket or give us a call if any additional questions. Thank you,Redirection,
I need assistance with accessing Concur for a former employee (uni es3054). What steps should I take?,in-scope,,"Former employee,  uni es3054  doesn't have access to concur. Recommended that department has to create an outside party profile to process outstanding reimbursements",Valid,
"I have a question about segregating expenses on a sponsored project where a study participant is coming for a biopsy, and the grant will also cover the accompanying spouse for the study. How do I handle this?",in-scope,,Recommended that department should provide justification that the grant allows expense reimbursement for accompanin  spouses of a study participant  and attach documentation statin this fact,Valid,
I learned that a Pre-Trip Request is required for all students in order to be reimbursed for travel expenses. Can someone clarify this process for me?,in-scope,,Here is the link to the Job Aid - https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Submitting_Requests.pdf,Valid,
I received a notification about Concur reports pending SBO approval from an inactive employee. The reports ANH - June - July 2023 and ANH Expenses - June 2023 have been pending since July 2023. What should I do?,in-scope,,"Hi Yesenia,
Depart 6071101 has now be associated with new SBO (Karen Hoffer). Please resubmit report into workflow for processing.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
Can I get a follow-up on INC2513108?,capability limitation,,"Hi Ashley,
You can use the ""Other Accommodations"" expense type and then explain the charge in the comments field.
Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Indirect Answer,
"I'm a PhD student trying to log into Concur for the first time to book travel for a conference, but I'm receiving an error that I need to contact the administrator for access. Can you help?",in-scope,,Directed to DA  to be opted in for travel access,Valid,
"I'm trying to reconcile a charge on my corporate card for a reception held at a conference with more than 10 attendees, but the Group Event 10 + Attendees option only lets me enter 1 attendee. How should I proceed?",in-scope,,Updated expense type to Group Meal and able to enter the number of attendees.,Valid,
I have a question about student access in Concur. Can you provide clarification?,in-scope,,"Default access settings for each user population have been defined with the understanding that DAFs have the ability to disable access or opt-in employees individually using the School / Division setup page in ARC (except Student Non-Employees maintained by Central AP)

Travel and Expense 
Expense Only (Non-Travelers)
The following employee groups have been given default access to both Travel and Expense:

Officers of Instruction
Officers of Research 
Officers of Libraries
Officers of Administration
Administrative Support Staff have been given default access to Expense Only but can be opted-in

Administrative Support Staff who are Travel Delegates or Travel Arrangers will need to be opted-in for Travel in order to book travel on behalf of others
Student Employees and Student Non-Employees by default have not been given access to Travel or Expense, but can be opted-in by a School / department DAF (Student Employees) or Accounts Payable (Student Non-Employees)

Go to https://travel-expense.finance.columbia.edu/content/getting-started , see #8 for instructions on how to Opt In Student Non-Employees .

Let me know if you have more questions by reopening the ticket.

Thank you,
Judy",Valid,
I received guidance that I may change the Admin Department in the Report Header section. Can someone confirm this?,in-scope,,"Also, check with your HR and make sure that the changes are made to your profile.",Valid,
I'm encountering an issue with my chart string when entering a report in Concur. Can someone assist?,in-scope,,Please check if account has a budget in Budget Tool and InfoEd (for Sponsored Projects).  Double check the chartstring being used.,Valid,
I'm unable to use supplier #0000214835 (Lorgia Garcia Pena) in Concur. What should I do?,in-scope,,Vendor's classification has to be outside party to process reimbursement through concur. Recommneded that reimbursement should be processed through ARC on a check request by unchecking the withholding  applicable box,Valid,
I'm having an issue attaching documents to Concur and keep getting an error. What should I do next?,in-scope,,"Hi Rosa,
The issues is being investigated by Concur. For a temporary processing workaround, please change the Expense type to ""Car rental"", add the attachment, then you can change the expense back to Hotel/Lodging.

Will update you once we have more. Thank you for your patience.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
I have a question about my Concur report inquiry. Can I get more information?,in-scope,,"Error message for hotel expense, user added comment of threshold not being over the nightly rate and it went away",Valid,
"I just submitted an expense for a recent trip related to my work as a Lecturer. This is my first time using Concur for reimbursement, and I'm unclear about whether I will receive a check or if there's an option for direct deposit. How can I provide my address or direct deposit information? Thank you!",in-scope,,"Natalia
Your concur expense reimbursement will be issued the same way you receive your payroll check If you have a direct deposit for your payroll payment your reimbursement will also be deposited to that same account,  If you receive your payroll payment by check then the reimbursement will be mailed to you by check to the address you have in your PAC profile
Thanks",Valid,
I need assistance in creating a report in Concur.,in-scope,,"Assisted user to complete her expense report in Concur and ready for submission.

Doctor, please see attached Job Aids per your request.  
Thank you,
Judy",Valid,
"I can't upload any receipts in my Concur reports to my expenses. I cleared out all the receipts, cleared reports, and created new ones, but the issue still persists. Can you please suggest something?",in-scope,,"Hi Hameer,
i'm glad the workaround did the trick. hope to hear more permanent solution from Concur.
Will close this incident for now. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Solved Offline,
"I'm working on reimbursements for our ARNI guests, but I can't add itineraries for overlapping dates. The guests' dates are the same, and I'm unable to submit these reimbursements. Could you advise on how to fix this?",in-scope,,"Hi Anthony, 
Thank you for your patience and your work around suggestion of journaling the charge back to SPON account after charging it to an unrestricted chartstring.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Solved Offline,
What are the details regarding 'Concur/ Server fees'?,in-scope,,Charges for servers at an event. Will add the expense under meeting and events fee,Valid,
I had to change the sub-division for kg109 and was able to select Admin Dept 4044102. Could you help clarify any further steps?,in-scope,,"Had to change the sub-division, then able to select Admin Dept 4044102.",Indirect Answer,
What are the guidelines for cab reimbursement when working late?,in-scope,,It is up to the departments doscretion to reimburse for a cab for an employee who stayed late for work,Valid,
I'm trying to process a Concur reimbursement for Siddesh Zadey but can’t find his name. How should he be profiled? Is he considered a student or an outsider?,asking for individual status,,Reopen ticket or give us a call if any further questions. Thank you,Redirection,
What is the process for reconciling hotel expenses in Concur?,in-scope,,"You can't reconcile hotel expenses until after the trip. Per the Travel and Business Expense policy found here: https://universitypolicies.columbia.edu/content/travel-expense-policy
Advance Payments for Hotel Bookings

Any payments for hotels/rentals made in advance as a personal expenditure will not be reimbursed until after the trip end date.

If you need to book hotels/rentals in advance you should use the Corporate Card.  The trip will remain unreconciled until the trip end date.  The unreconciled charges should be added to an expense report but not submitted until the expense has occurred.  Adding the unreconciled charges to the expense report will ensure no monthly reminders are sent from the Card Services team about ""unreconciled charges""
",Valid,
"How should I itemize a $100 early check-in fee on a hotel bill for reimbursement? The department wants to cover this fee, but including it in room charges exceeds the threshold.",in-scope,,"Hi Ashley,
you can use the ""Other Accommodations"" and then explain the charge in the comments field.
Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
"For corporate card transactions, should I use CU Travel Expense or CU Business Expense for the report type?",in-scope,,"Should use CU Travel Expense or CU Business Expense for the Report Type, not Non-Profiled Payee.",Valid,
"I'm trying to make an expense report with Concur, but when I use my university and CUMC email, it says I'm unable to log in. I've attached an image of the error message to this email.",in-scope,,Will need to ask Department to submit reimbursement.,Redirection,
I need access to Concur for uni mh3705.,asking for individual status,,uni mh3705   has  concur   expensd  access,External Individual’s Record,
Are there red alerts for lodging over $350 in Concur?,in-scope,,Balance out report and entered justification.,Valid,
"Where can I find the affidavit for missing receipts? I've looked at the job aid, but the missing receipts declaration isn't listed. Please advise.",in-scope,,"Missing receipt declaration can only be completed by the payee . In order to do that whatever document uploaded to the line must first be deleted
Once the missing receipt declaration has been completed additional supporting documents can be uploaded by going to Manage Receipts>Manage attachements and the ADD/Uppend",Valid,
"I have a question about a meal expense in Concur that seems to be over the threshold, what should I do?",in-scope,,"In addition, the the guidance provided over the phone, please see this job aid: https://travel-expense.finance.columbia.edu/news/how-do-i-itemize-meal-expense",Valid,
I have a question about the per diem rates in Concur.,in-scope,,Adding  travel allowance to concur report,Indirect Answer,
What is the Concur Workflow for Dean Shi-Fu Chang charging department 521300X?,in-scope,,"For all of the expense reports I looked at for the Dean they are for department 5202102. I'm attaching the approvers for this department. The Dean would select one of the Initial Reviewers and then it would go to the Financial Approver (you are level 4 approver so only transactions for $15,000 - $50,000 would route to you as FA). If SBO approval is necessary the Financial Approver would select you or Theresa McKenzie. The Dean's reports also require executive expense approval (Justin Pearlman).",Valid,
"How can I obtain the chartstring (which includes the department, project, etc.) needed for my expense report?",in-scope,,"The chartstring (which includes the department, project, etc.) needs to be provided by your department.",Valid,
