question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
Is it possible for me to get a credit card statement for a transaction that was booked through Concur? An outside institution will be reimbursing us for this charge and needs the statement. Thank you.,in scope,,"Please visit Global Card Access, which is the online card management tool:  https://spacardportal.works.com/gar/login",,
"I have been trying to access Concur to submit a reimbursement request all day, but every time I enter the website, I get the message 'Sorry, something went wrong.' Can you help me?",invalid,,"Hello, 

We have not heard back from you for several days now and the Service Center has marked the incident as resolved. If you do not feel this issue was resolved, please re-open this incident for further assistance.

Thank You.
",,
I don't need the ground transportation receipt to show the exact start time for my per diem.,in scope,,Do not need the ground transportation receipt to show the exact start time.,,
"I'm a SBO for Columbia Health in Concur and I've been unable to approve expense reports as an additional approver starting today. It requires SBO approval and sometimes Financial Approver, but neither my name nor Michael Mcneal’s appear. I attached the screenshot. Can you please advise? Thank you.",in scope,,"Please type an asterisk in that box. A list of available names should appear.
If that does work, please provide an example report for me to escalate. Please include the uni of the submitter (not the preparer), the report number,",,
"The report mentioned needs to go to August Runge (ar3994) as the initial reviewer, but the submitter cannot select them and it’s going directly to my approval queue. When I try to add an ad hoc approver, I can only add them after Central AP. August Runge is set as the default initial reviewer for the submitter, so I don't understand why it's bypassing him. Can you please advise?",in scope,,"Per the Concur approval job aid found here on page 2: https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Approval_Workflow.pdf
Expense Reports with approved Requests, including those with Travel /Cash Advances, will allow the report to
skip the Supervisor / Initial Reviewer approval step and route to the Financial Approve",,
What is the status of the cash advance 4RNF for adm2233?,asking for individual status/ capability limitation,,Per email discussion this was approved and is expected to be paid on 6/11,,
"I'm trying to submit an expense report, but two expenses require itemizations before I can submit. One is my airfare, which is $486.95 through Columbia Travel, but I paid $118.94 extra out of pocket. The system is asking me to itemize based on the grand total, but I'm only seeking reimbursement for the $486.95. The second issue is with my hotel charges; I submitted a total of $434.71 but was allocated only $400. The report won’t submit without reconciling the missing $34.71. What should I do?",invalid,,User resolved.,,
"What date should I enter on the expense report for a dinner my Professor took his lab out for on 5/22/24, considering he paid an advance on 5/20/24?",asking for individual status/ capability limitation,,"Per discussion with Carol, will not have the payee make the change now. Will see if AP returns for other reasons so all changes could be made at once.",,
Can I get a status update for the report L6GJEL?,asking for individual status/ capability limitation,,It is currently pending Enrique Alvira's approval.,,
"An employee jw4495 is unable to access expenses in Concur and cannot expense a report. Given the urgency with year-end and the need for reimbursement for a conference, can you please address this matter promptly? Thank you.",invalid,,"i will close this incident. feel free to contact me if there's other issues.
",,
I have a question about Concur.,asking for individual status/ capability limitation,,"Answered general Concur questions. 
",,
"I'm trying to submit a Concur Travel Expense report, but the hotel I used isn't listed. Can you provide guidance on how to proceed with submitting this report? Best Regards, Billy Rodriguez.",in scope,,"If the hotel name is not listed, please select Other and enter the hotel name in the Comments box.

Thank you,",,
What do I do for itemizing a meal expense in Concur with reference ijj2106?,in scope,,"Here is the job aid for itemizing a meal expense: https://travel-expense.finance.columbia.edu/news/how-do-i-itemize-meal-expense
You can forward this to the user. If he has questions, he can also call us for guidance. ",,
What is the travel expense policy?,in scope,,"First or Business Class Travel

Travel must be booked utilizing the Lowest Logical Fare (LLF) as defined above. Business class may be used for travel if your department's or school's financial approver confirms that appropriate funds are available (prior to purchase), and if any of the following conditions are met:

Any flight segment that has a scheduled in-air flight time* in excess of five hours.  (Connecting flights involving at least one flight segment with a scheduled in-air flight time in excess of five hours may also be booked in business class).
A documented medical condition which requires a reasonable accommodation that has been approved by the University's Leave Management office.   
If a flight meets the criteria for business class but business class is not offered (e.g. 2-class plane) the forward cabin will be considered business class, even though the ticket may be issued in first class.  The traveler is responsible for documenting this exception on the Expense Report.
 

*Air time means the amount of time a traveler is continuously in the air on a single flight/leg.

 

If a traveler elects to fly in business or first class on a flight of less than five (5) hours duration, has not met the above mentioned conditions, and has not obtained the necessary financial approval, they will be reimbursed only for an amount equivalent to an economy/coach airfare.

 

Segregation of airfare above the economy/coach rate is required in all cases.  First or business class airfare can only be charged to a government grant in cases where the grant explicitly allows such expenses.  It is important to note that the cost of the lowest logical available economy/coach airfare when purchasing a business/first-class fare should be obtained by the traveler at time of initial purchase.

 The amount above the economy/coach fare must be segregated to the appropriate expense type, a comparison of the coach/economy and business/first-class airfare costs must be provided, along with payee justification is required

https://universitypolicies.columbia.edu/content/travel-expense-policy",,
"I booked a hotel through Booking.com, and they say they can only provide the itemized receipt in 30 days. Should I try contacting the hotel again or just wait for Booking.com?",in scope,,"Can try contacting the hotel again, otherwise must wait for booking.com.",,
Will Laura roll the cleaning and service fees into the nightly room rate for my AirBnB?,invalid,,"Laura will roll these into the nightly room rate.
",,
Why was my expense report returned for UNI: mmw7?,asking for individual status/ capability limitation,,Laura will follow up with Dania since it is unclear what is needed.,,
I am unable to clear alerts even after adding comments for two guests' hotel accommodations that overlapped on the same nights. I received an error about exceeding the per night threshold for domestic hotels. Can you please advise on how to proceed?,in scope,,"Unfortunately, you will not be able to submit this expense until you clear all of the Alerts...see below. And, the way to remove the Alert for the same day is to enter an explanation in the ""Comment/Justification"" section. Thank you. ",,
I have lost access to travel booking on Concur. The features no longer appear on my account. What can I do to fix this? It’s urgent since I need to book travel soon.,asking for individual status/ capability limitation,,"As administrative support staff you do not have default access to Concur Travel. Your department can decide to have you ""opted in"" to Travel. The person handling this at CUMC is Raquel Marin, rm2698@cumc.columbia.edu. Your DA can reach out to Raquel directly to request this.",,
Can you clarify if the student with UNI SRJ2134 can create her own expense report in Concur or assign a Delegate?,asking for individual status/ capability limitation,,"UNI SRJ2134 student has Concur access - she/he can create her own expense report in Concur or assign a Delegate.
UNI TW2954 inactive student CNR0130980.
UNI SAH2259 student has Concur access - she/he can create her own expense report in Concur or assign a Delegate.",,
I need assistance with hotel expense itemization for ddb2126.,in scope,,"Sorry for the delay. To itemize your over the threshold hotel expenses please see pg. 7 of this job aid:
https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Itemizing_Lodging.pdf",,
Why was my report returned for resubmission for UNI NB3157 regarding the ASCO annual membership fee of $695.00?,asking for individual status/ capability limitation,,Report Name :ASCO annual membership fee $695.00 returned and has not been resubmitted.,,
I cannot log in to Concur because my primary PAC record says 'retiree.' How can I regain access?,asking for individual status/ capability limitation,,"No access to login to Concur due to primary PAC (HR system) record of ""retiree."" Access to Concur locks out after 45 days after PAC status changes. Please discuss with Patty Garcia.",,
"I am trying to delete Rachel LaPorta's Concur profile since she left CUIMC in November 2023. We received emails from Procurement Services about an unsubmitted expense report, and both a Senior Director of Finance and I would like to stop receiving these emails. Can you assist with deleting her profile? Thank you!",invalid,,"This has been done, you should cease receiving these emails. If you continue to receive these me ail please reach out again.    ",,
"I am trying to reimburse a Columbia University student, Sungjoon Park, for his flight ticket to the Lamont Earth Intern Program. However, I can't find his profile in Concur. What can I do to correct this or to search for him effectively in the system?",asking for individual status/ capability limitation,,"Student added a US address, vendor CNR0151588 was created, and appears in Concur.",,
"I wanted to check on the status of the outstanding cash advance notification for Samantha Rossano, which we received even after it was closed by the Concur team. Is there anything needed on our end to resolve this?",asking for individual status/ capability limitation,,data will update in 24 hrs,,
"Joan Bregstein was a lecturer, but since becoming a retiree on 4/8, she no longer has access to Concur and her vendor profile became inactive. She still has an expense report that needs processing. Can we give her delegate, Patty, access to submit the report on her behalf and temporarily activate her vendor profile for the payment?",in scope,,"Hi Patty,
Unfortunately delegates cannot submit on users behalf for ""Cash/Personal Credit Card"" expense. if there's an avenue to make payment through Paymentworks, please go that route.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",,
Can you provide information regarding check #1002256783?,asking for individual status/ capability limitation,,Check  1002256783  has not  been cashed.4Please reach out to department contact to have check reissued,,
I'm encountering an error on Report Key: 285183. Could you assist with this?,asking for individual status/ capability limitation,,Select CU Travel Expense as the report type,,
I have an expense that is greater than 365 days. What should I do about this?,in scope,,Process expense on a check request through ARC,,
I received a forwarded email with Concur Year-End Deadline information for the deadline. Can you clarify the details?,invalid,,Forwarded email sent 5/6 with Concur Year-End Deadline information.,,
"I can't find Manager Evelyn as the Initial Reviewer for the expense reports, and no one is showing up for two of the reports. I changed the Admin Department on the reports to 0102102 and selected Xin Wang. Is that correct?",asking for individual status/ capability limitation,,Changed Admin Department on the reports to 0102102 and then selected Xin Wang as the Initial Reviewer (approver).,,
I'm having trouble uploading an email receipt. Is printing the email to PDF and then uploading it really the best approach?,in scope,,Recommend printing the email to PDF and then uploading the PDF.,,
"I switched the dates on the itemization lines to match the nights of my stay, which cleared the errors. Now, I'm trying to indicate that only $449 of the expense should be reimbursed. I plan to put the amount over this into Personal/Non-Reimbursable and adjust the amount in Hotel/Lodging to be $449. I will also have to adjust the Euro amounts because they aren't updating automatically.",invalid,,"Switched the dates on the itemization lines to match the nights of the stay. This cleared the errors.

Now trying to indicate that only $449 of the expense should be reimbursed. Put the amount over this into Personal/Non-Reimburseable, and adjust the amount in Hotel/Lodging to be $449. Will have to adjust the Euro amounts because they aren't updating automatically.",,
What is the difference between the admin department and the department in the chartstring area?,in scope,,The admin department field located at the top of the report header routes it to that departments designated initial reviewer's queue.  The reviewer assesses whether the Concur report complies with AP policy and ensures all supporting documents are attached. The department field within the chartstring section routes the report to the department's designated financial approver. The financial approver confirms that the expenses are accurately assigned to the project and verifies there are adequate funds allocated for the specific project charge.,,
I have errors on my Concur submission that I need help with.,asking for individual status/ capability limitation,,"In the future, when submitting inquiries, please provide more detail. Such as the name of the report, the amount etc.
I am assuming you are referring to report named Sabrina Law ASAIO 2024 $721.99. Please note the report type is categorized incorrectly which is why you were unable to find the hotel lodging expense type. Follow the steps below to correct :
-Sign into Concur and open the report in question
-Select the report details hyperlink then select report header from the drop down menu.
-Change the first field (type of report) to CU Travel Expenses, Fill in the business travel start and end dates and trip type, then save
-Go to the expense line that is currently there and change the expense type to hotel lodging, change the details to reflect only the hotel expense, add the name and
location. the only receipt that should be attached here is the hotel folio
-Then itemize the expense. You can find info for itemizing the lodging here:
https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Itemizing_Lodging.pdf
**Note: You can't combine expenses. so all of the other expenses (ie: the meal, the conference fee, the Amtrack, uber and any other expenses) must all be entered on their own individual expense lines with their respective receipts attached.
-Save and submit.",,
"I have been granted temporary access in Concur according to RITM0246475, but I am still inactive in the system. What should I do?",asking for individual status/ capability limitation,,"This incident is requesting the same thing as inc2632418. INC2632418 has been sent to Tier2 for further guidance.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",,
"My name is Ianick Takaes de Oliveira, a PhD candidate at Columbia (it2276). I'm trying to access my Concur account, but the system says my account is inactive. How should I proceed?",in scope,,"As a student, you do not have default access to login to Concur. There are two options to reimburse you:

1. Your department can enter the expense report on your behalf using a ""non-profiled payee"" report type.

2. Your department can request to have you ""opted in"" to Concur so that you can login to Concur and enter the expense report yourself.

Please follow up with your department to see which option they want to use
",,
I would like to review a cash advance for UNI AS5559.,asking for individual status/ capability limitation,,Request ready for submission.,,
"Hello, I would like to request a per diem for a student traveling for Columbia business. Could you provide information on how to request per diems? Thank you, Dario.",in scope,,Provided job aid on entering per diems in Concur.,,
What should I do if my hotel is not found in the Concur vendor list?,in scope,,"If the hotel is not on the vendor list, choose other and type the name of the hotel in the comments/justification field. ",,
Can someone guide me on the concurrence expense process for student accommodation?,in scope,,Expense for lodging can not be reimbursed before the trip end date,,
What is the appropriate tip amount for the expense report?,in scope,,Tip is calculated on the sub total of the charge,,
What is the status of my expense report for uni pm3181 with Report Key: 274231?,asking for individual status/ capability limitation,,"Payment Date  05/16/2024
Pay  Reference  1002259237",,
"Why can't I change the amount on my Central Pay transaction, as this is the amount the Central Pay card was charged?",invalid,,Can't change the amount on a Central Pay transaction because this is the amount the Central Pay card was charged.,,
"I can no longer submit expense reports to my department's initial reviewers, Karen Evens and Michelle Cintron. Could you please add these reviewers back to my drop-down options?",asking for individual status/ capability limitation,,Initial reviewers are based on the Admin Department on the header of the report. When this was changed the payee was able to select Karen.,,
"Hello, I am trying to process a reimbursement for a single night in a hotel, but itemization is being requested. When I enter an itemization, it duplicates the expense, making it appear as though the booking was for two nights. Can you help me understand what's happening?",invalid,,No error on report,,
"I have pending expenses for hotel charges (UNI KAM2157) showing $559.14 in my account, which has already been reconciled by cardholder UNI kv2389 and is currently pending approval under Report id F964817479404F80A121 (Report Name: KAM_Lodging_Orlando_05/24).",in scope,,"Good morning Katherine,
Charges in Katherine Meyers' account are e-receipts, they are not actual charges. you can distinguish them by Payment Type (Cash/Personal Credit Card). She can simply delete them.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",,
What is the status of INC2612094?,asking for individual status/ capability limitation,,"Hanna ,
I have attached a list of concur expense approvers assigned to your department and I see that there is no initial reviewer assigned to that department.
Please reach out to Raquel Marin to have an initial reviewer assigned under that department
Thanks",,
I would like to understand how the delivery fee is included in the meal threshold policy in my expense report.,in scope,,Food delivery fee can be included as tax/gratitude/fee.,,
I have a screenshot available for a comparison flight. What should I do with it?,in scope,,The screenshot for the comparison flight can be uploaded as supporting documents,,
"Why is my report with id FA6CDB5A6FF243A9AB8F (Name: Ting Wang- Reimbursement, Report Key: 284369) routing to the SBO for approval? Thank you for reviewing this.",asking for individual status/ capability limitation,,Please see email,,
"I would like a status update for my Concur Expense Report #KGAZID (ID: E5B6B434EB8D4EA48181). I received alerts regarding a $266.27 expense incurred on 4/9/2024. The report was submitted on 5/14 to reconcile this cost and is currently ""Submitted and Pending SBO"". Is there anything missing from this report or is it just a matter of waiting? Thank you for your help!",asking for individual status/ capability limitation,,The report is still awaiting SBO approval. Please reach out to Kristine Kavanaugh about approving this expense report.,,
What documentation do I need to submit for my reimbursement as a student?,in scope,,"Receipts                                            

The traveler is expected to obtain receipts for all expenses for which they plan to have reimbursed. A receipt may take many forms (i.e. cash register receipt, copy

of an order form, web receipt or confirmation). A receipt must identify:

the date of purchase
the vendor name
itemized list and unit price of the purchased items
the total amount
 

If the traveler is unable to obtain a receipt that contains all the required information, documentation should be submitted to demonstrate as many of the required items as possible. A copy of the traveler's credit or debit card statement identifying the date, location and amount of the expense, or a rental agreement, may be submitted along with a description of the purchase, identifying the amount of any expenses to be segregated (e.g. alcohol).
                                                             

Receipts must be provided for all air, rail, lodging, and rental car expenses. For all other expense types, receipts must be provided if the expense is equal to or in excess of $50. Otherwise, Payee Justification and Financial Approval is required and a Missing Receipt Affidavit must be completed.

                                                  

Proof of Payment                                     

The traveler is expected to obtain proof of payment for any expenses that require receipts (as outlined by our policy). Proof of payment may take many forms but must demonstrate that payment was tendered and must identify the means by which payment was tendered by the traveler. This is often part of the receipt. Examples of this may include notation of:

""Cash Tendered""
""Paid""
A zero balance due
Debit/Credit card payment (card type, last four digits of card and/or signature)
 

If no proof of payment is available in this form, a debit or credit card statement may also be provided. Please black out any private or unrelated information.
 

Please Note: The expense date in Concur for travel and business expenses should either be the transaction date on the receipt or the payment date for the debit/credit card proof of payment.


See Travel Expense Policy -https://universitypolicies.columbia.edu/content/travel-expense-policy
                                                                       ",,
When should I reconcile my cash advance?,in scope,,Reconcile cash advance once the trip is completed,,
"I only have pre-trip expenses and did not request a cash advance, what should I do?",in scope,,User will recall the request to add cash advance.,,
Can I get reimbursed for airfare in two phases?,in scope,,"The total cost of Airfare must be submitted for reimbursement , can not  be split in two  and submitted on different expense reports",,
"I need to declare a missing receipt, how do I go about it?",in scope,,Missing receipts declaration has to be completed by the payee and not by the delegate,,
"Can we use a photo of a student's credit card with their name on it as proof of payment along with an itemized receipt, since they don’t have a statement yet?",in scope,,"The payee is expected to obtain proof of payment for any expenses that require receipts (as outlined by our policy). Proof of payment may take many forms but must demonstrate that payment was tendered and must identify the means by which payment was tendered by the Payee. This information is usually included on the receipt. Examples of this may include notation of:

""Cash Tendered""
""Paid""
A zero balance due
Debit/Credit card payment (card type, last four digits of card and/or signature)


If no proof of payment is available in this form, a debit or credit card statement may be provided. Please black out any private or unrelated information.
A credit card with photo is not considered a proof of payment
Thanks",,
"Avery Whitted is having trouble logging into ARC. Since he is a temporary employee, do I need to request access for him again?",asking for individual status/ capability limitation,,User has access to concur,,
What does it mean that my expense report was returned regarding the transaction date for a hotel expense?,in scope,,"Transaction date on the itemizations tab of a hotel expense is the night of the stay, transaction date on the details tab is the date of payment. 
Arah will try to locate an event flyer and will upload it to the report as a whole using Manage Receipts>Manage Attachments.",,
What are the minimum days required for travel to a conference?,in scope,,Travelers can travel a day before the conference starts and should come back a day after the conference ends,,
"Do I have access to the Travel module in Concur as faculty, and how can I delegate this?",in scope,,"
In general faculty (active in PAC) should have access to the Travel module in Concur. 
In order for you to see their Travel module as a delegate they would have to check off the ""Can Book Travel"" check mark under the delegate access.",,
Is the Apple protection plan reimbursable?,in scope,,Expense supported by proper documentation is reimbursable,,
How do I reconcile a hotel charge that is on the department's corporate card in Concur?,in scope,,Cardholder will need to reconcile the charges and may also create the reimbursement.,,
What is the expense type for a group meal?,in scope,,Use expense type meetings & events,,
"I'm unable to access Concur, can you help me?",asking for individual status/ capability limitation,,As a temp you are only granted access to Concur for up to 90 days at at time. Please have your department submit to extend your access. As a temp you are only granted access to Concur for up to 90 days at at time. Please have your department submit to extend your access.,,
I received an email about an A/P reimbursement update. What do I need to do?,asking for individual status/ capability limitation,,User has not made any updates on his PAC profile,,
"I'm facing an access issue with Concur, can you assist?",asking for individual status/ capability limitation,,Directed to Raquel Marin for assistance with Temp. concur access,,
How do I submit multiple receipts for one lunch in Concur?,in scope,,"You can add the expenses separately. As long as it doesn't go over that meal type's threshold amount for the day, it should not be an issue. 
Thanks ",,
"When I booked a hotel for a large number of rooms for a conference, how do I input the expense correctly in Concur if the first charge is only half of the total cost?",asking for individual status/ capability limitation,,please see email response,,
I'm unable to find an expense to which I can add a receipt. Can you guide me?,asking for individual status/ capability limitation,,"Per our discussion, the expense was appended to the Atlanta report. It's the last expense. ",,
"There is a hotel expense on Jooyeon's profile for an expense report, but she will be leaving the university soon. Can the charge be moved to her colleague Celia Morales' profile for reconciliation?",asking for individual status/ capability limitation,,see response.,,
"Can I submit any costs for reimbursement for my lodging and airfare expenses incurred during my sabbatical travel to the International Association for Research in Cancer? I did not request any travel advance, and the travel is covered by my non-sponsored project.",in scope,,"The cost of airfare can be reimbursed before the trip end date.
Lodging can not be reimbursed before the trip end date",,
Why haven't I received the reimbursement for the expense that was approved and sent for payment on May 8th for $663.39?,asking for individual status/ capability limitation,,"Sara,

The payment was deposited to the account where you receive your payroll payment. Please check your bank statement
Payment Date 05/10/2024
Pay Reference 2001273678
Thanks",,
How can Weiping Wu delegate me to reconcile her corporate card?,asking for individual status/ capability limitation,,"Weiping would need to set you up as her delegate in Concur. The instructions for how she does this, and how you would then ""act as"" her in Concur, are in this job aid:
https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Profile_Delegates.pdf ",,
"Can I reconcile the expenses for my upcoming trip now, with the exception of any lodging expenses?",in scope,,"The expenses (with the exception of any lodging) can be reconciled now, before the trip takes place.",,
"After my stay at a hotel in Germany, I tried to pay with my personal card, but the charge did not go through. What should I do now since the hotel presented me with an invoice?",asking for individual status/ capability limitation,,Carol will ask the employee to contact the hotel to try again with the personal card. If that is still not working other options can be discussed.,,
How do I book a domestic car rental with LDW and Liability coverage through Hertz?,in scope,,All domestic car rentals must be booked via Concur or WTI (1-855-961-0313) to receive LDW and Liability.,,
I need to make a correction on my Concur vouchers; how do I proceed?,in scope,,Journal voucher an be processed for all A/P transactions including reimbursements processed through concur,,
I made a purchase of office supplies with my personal credit card; what should I do now?,in scope,,"Julie,
Purchase of office supplies on personal credit card is not allowed. Only emergency supplies of up to $500 are allowed . Anything above that amount requires approval from the Dean's office or Senior Business Officer. All purchases should go through the normal purchasing process
The goods and Services catalog will have all the information depending on the kind of products your are looking for and list of vendors if available
Here is the link:
https://www.finance.columbia.edu/content/goods-and-services-catalog
Please reach out to the Finance Administrators of Pediatrics Departments below for further guidance

Mr William Runkle 754020X Department of Pediatrics Admin PED Central Admin Department Administrator/CFO wr2323@cumc.columbia.edu 212/305-2447
Ms Yik Wai Tse 754020X Department of Pediatrics Admin PED Central Admin Division Administrator yt2024@cumc.columbia.edu 212/851-5316
Thanks",,
"I encountered an error on hotel expense in my expense report for uni js4085, Report Key: 280961. How can I fix this?",asking for individual status/ capability limitation,,Assisted user with lodging itemization,,
"I have a corporate card charge for the DOS Staff Retreat at Swingers Nomad on October 26th, 2023. How do I report this?",asking for individual status/ capability limitation,,"Corporate Card charge for DOS Staff Retreat, Swingers Nomad, Oct. 26th, 2023.",,
"I was wondering if my Concur reimbursement, which was approved about a month ago, should show up as a direct deposit? Is there a way to track where the reimbursement went? I don't see it showing up with my direct deposit.",asking for individual status/ capability limitation,,"Marin,
Please check your statement. Reimbursement will be deposited in the account where you receive your payroll payment
Payment Date 04/22/2024
Pay Reference 2001266415
Thanks",,
"I see that RITM0246679 was approved, but I'm still unable to access Concur. When I check Concur, it still shows the expired RITM. Can anyone help me with this?",asking for individual status/ capability limitation,,not resolved. user need to complete Temp Access Template,,
Can the ticket for my July trip be processed before the trip end date?,in scope,,Airfare can be reimbursed before a trip end date,,
Can someone help me with my reimbursement that's already 365 days old? What is the process to follow up on this?,invalid,,Process expense on a check request through ARC with SBO approval document uploaded,,
"Regarding Expense Report VR1HYY with Report Key 278212 and Voucher 06376567, can someone confirm that this was paid via ACH on 5/28? The payment reference is 2001280076. Is everything in order?",asking for individual status/ capability limitation,,"
Paid via ACH on 5/28, payment reference 2001280076.",,
"I have a receipt in a foreign language. I was recommended to run it through Google Translate to get the amounts for tax, tip, alcohol, etc. Can someone guide me on how to manage the documentation for this?",in scope,,"Recommended running the receipt through Google Translate to get the amount of tax, tip, alcohol, etc.",,
"Tarik is trying to submit his expense report with ID 0HSNPQ, but it's asking for an approved request first. In our department, we usually don't require requests through Concur because the PI approves travel via email. Is it still necessary to have the request in Concur, or can it be waived so he can submit his reimbursement?",asking for individual status/ capability limitation,,Pre trip approval is required for all students,,
I'm having trouble with vendorID 0000264737 not populating in Concur. Can someone assist me with this issue?,asking for individual status/ capability limitation,,Vendor 0000264737 is not populating because it is a foreign vendor that receives payment via wire. Please process the reimbursement in ARC as a wire request.,,
I found this link (https://travel-expense.finance.columbia.edu/sites/default/files/content/Finance%20Training/Job%20Aids/Job_Aid_Concur_Missing_Receipt_Declaration.pdf) regarding missing receipts. Can someone confirm if this information is the right procedure for handling missing receipts in Concur?,in scope,,"Submit to an initial reviewed who is a business officer within your department/school

provided the missing receipt job aid.",,
I need help with an expense report for uni hh2877. What should I do to submit this properly?,in scope,,Per the initial reviewer please upload DA approval to the reports,,
"I have had a $616.08 reimbursement pending in Concur for many weeks. The report is PX4CB5 and it is currently showing ""pending cost object approval"". Is this a systems issue or is it pending someone else's approval? If it's the latter, who should I contact to expedite this process? Thanks.",asking for individual status/ capability limitation,,"pending Ellen. please reach out to her for approval.
",,
"I would like to know how much I can spend on a dinner with a contract for a Bridge to PHD outing. The dinner is contracted at $75 per person for food. Since we're at a restaurant and want to include drinks, are the travel and expense limits relevant?",asking for individual status/ capability limitation,,"NIcky,
Even for an off campus event like this the $75 threshold is still applicable. Bear in mind though it does not include tax and tip so $75 is the cost of the food/alcohol before any tax or tip.

-John
",,
Can you provide me with the current status of my $1045.09 report QC6OIY?,asking for individual status/ capability limitation,,"This report is sitting in the payee's cue. She responded to the return message back in July 2023, but did not submit the report. Please have the payee click submit report so it can go into the approval queue. If she receives notification that it is over the 1 yr threshold, please process via ARC as a check request using her CNR. You must provide a justification for the late report and there is no guarantee that AP will approve payment if it is over the 1 yr threshold.
Please let me know if you have any other questions.",,
What information do you require regarding uni enc2199?,asking for individual status/ capability limitation,,"CNR0008508, student employee with access to concur",,
I am unable to create a missing receipt affidavit for meals that are under $50. Can you assist me with this?,in scope,,"Per the CU Policy found here: https://universitypolicies.columbia.edu/content/travel-expense-policy,  the missing receipt policy is as follows: 
Receipts must be provided for all air, rail, lodging, and rental car expenses. For all other expense types, receipts must be provided if the expense is equal to or in excess of $50. Otherwise, Payee Justification and Financial Approval is required and a Missing Receipt Affidavit must be completed.

If the expense does not meet this criteria, the expense will not populate as an option for a missing receipt declaration. ",,
"We are hosting the 2024 ACLPS Conference at CUIMC soon. Our guest will be staying at the Aloft Hotel in Harlem, and for the conference activities, the PI has set up an Uber Business Account and will be providing car service codes for attendees to use. I want to know if this is reimbursable to the PI.",in scope,,"Business expense supported with a receipt and proof of payment  will be reimbursed
",,
Can you provide more details on supplier ID 0000266972?,asking for individual status/ capability limitation,,"supplier ID 0000266972  has a default wire payment option.
Wire payments can not be processed through concur , rather through ARC on a check request",,
"I am inquiring about the status of the expense for uni tc2315, Report Key: 279822.",asking for individual status/ capability limitation,,"Report Key :  279822
Pending Financial approval from Joseph Leyland",,
"I'm trying to add a missing receipt declaration, but I don't see that option in the drop-down menu under manage receipts. Could you please advise? Thank you, Karin.",in scope,,"1. A missing receipt declaration can only be submitted by the payee
2. Any attached document on that expense line has to be deleted first and can be appended later as supporting documentation",,
"Hello, I wanted to confirm whether there is any action required on Dorothea Von Muecke's part regarding the expenses mentioned in the attachment.",asking for individual status/ capability limitation,,Provided status for reports.,,
"I am the approver for our unit's Concur Expense Reports, and I’ve been sharing a job aid on how to append a Missing Receipt Declaration form with staff submitting reports without receipts. However, I’ve received multiple responses that when staff follow the instructions, the expense needing the receipt and declaration form cannot be selected. Is there another way or further guidance on troubleshooting this issue in Concur?",in scope,,"Receipt is not required for expenses of up to $50.00
 unless it is for Airfare and lodging. 
Missing receipt affidavit is
required only if the expense is above $50.00",,
"I am inquiring about two reimbursements that were paid to the wrong person. The vendor selected on the expense reports is CNR0109136 TANISHA GUPTA, but it needs to be reprocessed under Leanna's vendor profile (CNR0133429). How can we resolve this issue and ensure that Avery works with Tanisha to refund the amounts to Columbia?",asking for individual status/ capability limitation,,Two reimbursements that were paid were paid to the wrong person (the vendor selected on the expense reports is CNR0109136 TANISHA GUPTA). This needs to be reprocessed under Leanna's vendor profile (CNR0133429). Avery would also need to work with Tanisha to have the amounts refunded to Columbia.,,
"I need help itemizing the expenses for my flight that totaled $3,394.08 on my report labeled dr emile bacha lifesci. Could you guide me on how to do this properly?",in scope,,Itemized the three flight transactions (two charges and one credit) so that the amount of the coach equivalent was under airfare and the difference was under airfare-segregated. For the credit both these amounts had to be entered as negatives.,,
I’m looking for assistance with hotel itemization for report key 266098. Could you provide guidance on this process?,invalid,,"Assisted user with hotel itemization
Report is now submitted and pending approval",,
"I’m trying to find out if an employee who lives in France, Celine Grall, can be reimbursed for expenses via wire transfer as her US bank account is closed. She has her own Concur profile. What’s the best way to handle this? Thank you.",in scope,,"Gary,
You need to create a vendor profile with outside party classification first and can process reimbursement on a check request through ARC as wire payments can not be processed through Concur
Thanks",,
"I need assistance processing a travel reimbursement for Augusta Reid Thomas, but I can’t find her name in Concur. It’s appearing in ARC instead. Can you please advise on how to move forward? Thank you!",asking for individual status/ capability limitation,,"Johanna,
This vendor has a classification of "" Supplier"" and is not going to be available through concur. Vendors with a classification of ""Outside Party"" are the ones that come up through concur.
You need to process reimbursement on a check request through ARC and make sure to uncheck the withholding applicable box on the withholding information page so that vendor can not be taxed on reimbursement
Thanks",,
